gameId,blueWins,blueWardsPlaced,blueWardsDestroyed,blueFirstBlood,blueKills,blueDeaths,blueAssists,blueEliteMonsters,blueDragons,blueHeralds,blueTowersDestroyed,blueTotalGold,blueAvgLevel,blueTotalExperience,blueTotalMinionsKilled,blueTotalJungleMinionsKilled,blueGoldDiff,blueExperienceDiff,blueCSPerMin,blueGoldPerMin,redWardsPlaced,redWardsDestroyed,redFirstBlood,redKills,redDeaths,redAssists,redEliteMonsters,redDragons,redHeralds,redTowersDestroyed,redTotalGold,redAvgLevel,redTotalExperience,redTotalMinionsKilled,redTotalJungleMinionsKilled,redGoldDiff,redExperienceDiff,redCSPerMin,redGoldPerMin
4501459269,1,12,5,1,8,9,15,0,0,0,0,18315,7.0,18534,209,51,246,1266,20.9,1831.5,17,0,0,9,8,8,1,1,0,0,18069,6.8,17268,208,46,-246,-1266,20.8,1806.9
4450382504,1,36,3,1,9,2,13,0,0,0,0,19570,7.8,21203,259,74,4826,4472,25.9,1957.0,17,3,0,2,9,4,1,1,0,0,14744,6.6,16731,229,52,-4826,-4472,22.9,1474.4
4513212030,1,16,3,1,6,5,5,0,0,0,1,16529,6.8,16649,198,52,1085,775,19.8,1652.9,17,3,0,5,6,8,1,1,0,0,15444,6.4,15874,179,55,-1085,-775,17.9,1544.4
4489614649,1,14,2,1,11,5,18,1,1,0,0,18324,7.0,18016,205,47,2158,640,20.5,1832.4,15,2,0,5,11,8,0,0,0,0,16166,7.0,17376,219,45,-2158,-640,21.9,1616.6
4521052403,1,15,1,1,8,3,6,0,0,0,0,17263,7.2,19913,234,65,3181,3298,23.4,1726.3,11,2,0,3,8,3,2,1,1,0,14082,6.8,16615,159,51,-3181,-3298,15.9,1408.2
4523640765,1,15,2,1,4,0,3,1,1,0,0,15282,6.8,17848,211,45,1629,677,21.1,1528.2,38,0,0,0,4,0,0,0,0,0,13653,6.8,17171,246,44,-1629,-677,24.6,1365.3
4513528910,0,20,5,0,5,4,4,0,0,0,0,15960,7.2,18478,232,64,782,1903,23.2,1596.0,16,4,1,4,5,5,1,1,0,0,15178,6.4,16575,211,43,-782,-1903,21.1,1517.8
4492726394,0,9,8,1,5,5,5,1,1,0,0,15103,6.6,17162,198,39,-1328,-317,19.8,1510.3,18,2,0,5,5,7,1,0,1,0,16431,7.0,17479,227,36,1328,317,22.7,1643.1
4523578015,1,14,1,0,7,3,6,0,0,0,0,16060,7.0,18431,228,44,794,577,22.8,1606.0,16,1,1,3,7,4,0,0,0,0,15266,7.0,17854,213,44,-794,-577,21.3,1526.6
4452428266,0,17,0,0,7,9,6,0,0,0,0,15463,6.8,17772,162,44,-2809,-1673,16.2,1546.3,34,2,1,9,7,7,1,1,0,0,18272,7.2,19445,219,68,2809,1673,21.9,1827.2
4463284489,0,21,6,0,6,10,7,0,0,0,1,17225,6.6,16572,210,44,-833,-1786,21.0,1722.5,56,8,1,10,6,10,1,0,1,0,18058,7.0,18358,220,53,833,1786,22.0,1805.8
4458619259,0,16,3,0,3,9,2,0,0,0,0,14861,6.8,16993,225,38,-3337,-1701,22.5,1486.1,30,3,1,9,3,10,0,0,0,0,18198,7.2,18694,223,51,3337,1701,22.3,1819.8
4515561021,1,46,6,0,4,1,10,1,1,0,0,15966,7.2,18955,229,59,1532,1453,22.9,1596.6,61,7,1,1,4,1,0,0,0,0,14434,7.2,17502,229,60,-1532,-1453,22.9,1443.4
4495044262,0,16,1,1,4,6,2,0,0,0,0,15172,7.0,18276,205,55,-1066,10,20.5,1517.2,14,3,0,6,4,7,1,1,0,0,16238,6.8,18266,241,36,1066,-10,24.1,1623.8
4519411213,1,15,2,0,4,7,4,0,0,0,0,15953,6.8,17960,260,44,-477,-513,26.0,1595.3,13,3,1,7,4,9,0,0,0,0,16430,7.0,18473,234,40,477,513,23.4,1643.0
4497452633,1,17,4,0,9,5,7,0,0,0,0,17959,7.6,20494,239,56,1696,2266,23.9,1795.9,19,5,1,5,9,3,1,1,0,0,16263,6.8,18228,225,56,-1696,-2266,22.5,1626.3
4494493149,1,17,3,1,7,2,11,2,1,1,0,17176,7.0,18575,200,62,2889,1215,20.0,1717.6,17,2,0,2,7,2,0,0,0,0,14287,6.8,17360,217,58,-2889,-1215,21.7,1428.7
4448082269,1,15,7,1,8,4,7,1,0,1,0,17328,7.0,18867,234,56,2156,3157,23.4,1732.8,22,1,0,4,8,8,0,0,0,0,15172,6.2,15710,225,35,-2156,-3157,22.5,1517.2
4463495962,0,16,2,0,2,6,3,0,0,0,0,15144,7.2,17995,236,52,-1281,-602,23.6,1514.4,15,2,1,6,2,10,0,0,0,0,16425,7.2,18597,219,44,1281,602,21.9,1642.5
4519833399,0,17,1,0,6,6,4,1,0,1,0,16533,7.0,18187,217,61,85,765,21.7,1653.3,14,2,1,6,6,9,0,0,0,0,16448,6.8,17422,214,46,-85,-765,21.4,1644.8
4524511499,0,19,6,1,11,8,9,0,0,0,0,18475,7.4,19732,196,47,1761,1895,19.6,1847.5,19,3,0,8,11,9,1,1,0,0,16714,6.8,17837,196,52,-1761,-1895,19.6,1671.4
4521689217,0,16,2,0,3,7,2,1,1,0,0,15252,7.0,18024,224,56,-1293,-380,22.4,1525.2,38,3,1,7,3,8,0,0,0,0,16545,7.0,18404,219,48,1293,380,21.9,1654.5
4518710301,1,35,4,0,4,9,1,0,0,0,0,14621,7.0,17862,179,62,-3644,-1277,17.9,1462.1,15,0,1,9,4,12,1,1,0,0,18265,7.0,19139,243,44,3644,1277,24.3,1826.5
4442576553,0,14,2,0,6,8,7,0,0,0,0,15953,6.6,17372,221,29,-1095,-249,22.1,1595.3,16,3,1,8,6,8,1,1,0,0,17048,6.8,17621,218,52,1095,249,21.8,1704.8
4511383179,1,14,4,1,5,2,5,2,1,1,0,16627,6.8,18676,223,50,2359,1681,22.3,1662.7,14,3,0,2,5,3,0,0,0,0,14268,6.6,16995,221,45,-2359,-1681,22.1,1426.8
4524666891,1,16,3,1,8,8,4,0,0,0,0,17240,7.0,18845,248,48,699,944,24.8,1724.0,17,3,0,8,8,6,1,1,0,0,16541,6.8,17901,179,57,-699,-944,17.9,1654.1
4468778049,0,21,6,0,5,2,4,0,0,0,0,15796,7.0,18152,221,58,453,1426,22.1,1579.6,17,2,1,2,5,4,1,1,0,0,15343,6.4,16726,256,55,-453,-1426,25.6,1534.3
4499825635,1,16,0,1,8,2,10,0,0,0,0,18330,7.4,19257,232,52,1769,319,23.2,1833.0,38,1,0,2,8,1,2,1,1,1,16561,7.2,18938,251,67,-1769,-319,25.1,1656.1
4506847154,0,11,0,1,6,7,8,1,1,0,0,15684,6.6,17219,202,39,-3240,-2396,20.2,1568.4,16,1,0,7,6,8,1,0,1,1,18924,7.0,19615,257,60,3240,2396,25.7,1892.4
4523524261,1,20,1,1,7,4,3,1,1,0,0,17120,6.8,18300,233,59,1936,1098,23.3,1712.0,12,4,0,4,7,4,0,0,0,0,15184,6.8,17202,206,50,-1936,-1098,20.6,1518.4
4522806079,1,18,4,1,4,5,2,1,1,0,0,15261,6.6,17058,233,46,-393,-1504,23.3,1526.1,18,4,0,5,4,5,0,0,0,0,15654,7.2,18562,208,52,393,1504,20.8,1565.4
4519495727,0,16,4,0,11,8,17,1,0,1,0,18053,6.6,17357,189,47,620,339,18.9,1805.3,16,4,1,8,11,10,0,0,0,0,17433,6.4,17018,196,38,-620,-339,19.6,1743.3
4522215186,0,19,4,1,3,6,3,1,0,1,0,15417,6.8,16990,224,56,-691,-666,22.4,1541.7,17,4,0,6,3,11,1,1,0,0,16108,6.8,17656,213,48,691,666,21.3,1610.8
4520027447,1,14,3,1,8,5,5,1,1,0,0,16523,7.2,18718,193,56,1357,614,19.3,1652.3,17,2,0,5,8,2,0,0,0,0,15166,6.8,18104,208,52,-1357,-614,20.8,1516.6
4522000980,0,14,0,1,8,8,6,1,1,0,0,16809,7.0,18470,210,44,-12,-151,21.0,1680.9,13,2,0,8,8,6,0,0,0,0,16821,7.2,18621,221,48,12,151,22.1,1682.1
4492308589,0,15,5,1,5,8,6,0,0,0,0,15627,6.8,17457,199,56,-2690,-3245,19.9,1562.7,58,1,0,8,5,9,2,1,1,0,18317,7.6,20702,230,92,2690,3245,23.0,1831.7
4496489619,0,38,4,0,0,3,0,1,0,1,0,13793,6.8,17022,223,58,-2240,-1623,22.3,1379.3,14,2,1,3,0,1,1,1,0,0,16033,7.0,18645,247,59,2240,1623,24.7,1603.3
4512335811,1,16,2,1,3,8,4,0,0,0,0,14481,6.4,15768,214,40,-2765,-2274,21.4,1448.1,16,3,0,8,3,16,2,1,1,0,17246,7.2,18042,226,51,2765,2274,22.6,1724.6
4510973023,0,13,5,1,8,4,11,1,1,0,0,16357,6.6,17543,196,48,-82,280,19.6,1635.7,11,2,0,4,8,4,0,0,0,0,16439,6.8,17263,241,45,82,-280,24.1,1643.9
4524364516,1,46,3,0,10,6,11,0,0,0,0,18582,7.4,19549,222,51,2230,2112,22.2,1858.2,42,17,1,6,10,8,1,0,1,0,16352,6.8,17437,196,43,-2230,-2112,19.6,1635.2
4519092330,0,15,1,0,1,3,1,0,0,0,0,13943,6.8,17418,235,37,-1661,-1064,23.5,1394.3,14,0,1,3,1,2,0,0,0,0,15604,7.0,18482,241,48,1661,1064,24.1,1560.4
4451399633,0,16,4,1,10,7,8,0,0,0,0,18410,7.2,19835,241,54,1720,1364,24.1,1841.0,19,3,0,7,10,6,0,0,0,0,16690,7.4,18471,212,46,-1720,-1364,21.2,1669.0
4451665703,0,24,3,0,6,7,6,0,0,0,0,16689,7.0,18369,240,50,211,880,24.0,1668.9,16,5,1,7,6,7,0,0,0,0,16478,7.0,17489,214,41,-211,-880,21.4,1647.8
4524651202,0,14,3,1,6,7,4,0,0,0,0,16060,6.4,16764,200,60,-27,-1847,20.0,1606.0,87,3,0,7,6,7,1,1,0,0,16087,7.0,18611,194,53,27,1847,19.4,1608.7
4522844464,0,17,2,0,3,12,4,0,0,0,0,14035,6.2,14801,185,32,-5142,-3023,18.5,1403.5,19,4,1,12,3,14,1,1,0,0,19177,7.0,17824,210,55,5142,3023,21.0,1917.7
4513558845,1,16,3,1,9,6,10,2,1,1,0,17757,7.0,18305,218,48,1818,1761,21.8,1775.7,18,4,0,6,9,7,0,0,0,0,15939,6.8,16544,204,50,-1818,-1761,20.4,1593.9
4515275420,0,17,4,0,2,9,3,0,0,0,0,14267,6.6,16538,204,43,-5571,-3921,20.4,1426.7,15,5,1,9,2,10,2,1,1,1,19838,7.6,20459,268,56,5571,3921,26.8,1983.8
4475523215,0,13,0,0,6,12,6,0,0,0,0,15951,6.6,16512,223,40,-1734,-3696,22.3,1595.1,16,3,1,12,6,5,2,1,1,0,17685,7.6,20208,221,44,1734,3696,22.1,1768.5
4521065168,0,13,3,1,8,8,4,0,0,0,0,16688,6.8,17926,216,44,704,-123,21.6,1668.8,16,0,0,8,8,4,1,1,0,0,15984,7.2,18049,190,56,-704,123,19.0,1598.4
4470051820,0,17,7,0,3,5,2,2,1,1,0,14303,6.2,15787,187,58,-2657,-2095,18.7,1430.3,21,2,1,5,3,6,0,0,0,0,16960,7.0,17882,237,51,2657,2095,23.7,1696.0
4494489796,1,38,6,1,9,8,12,1,1,0,0,17396,7.0,17804,205,48,-377,842,20.5,1739.6,19,4,0,8,9,10,1,0,1,0,17773,6.6,16962,223,40,377,-842,22.3,1777.3
4486075079,1,17,1,1,9,3,9,1,0,1,0,18159,7.4,19769,245,52,3037,2677,24.5,1815.9,20,4,0,3,9,4,1,1,0,0,15122,6.6,17092,213,50,-3037,-2677,21.3,1512.2
4500599044,0,89,3,0,7,5,8,1,0,1,0,16269,7.2,18306,202,52,459,1388,20.2,1626.9,16,2,1,5,7,8,1,1,0,0,15810,6.6,16918,212,44,-459,-1388,21.2,1581.0
4513621339,1,41,1,1,4,9,5,1,1,0,0,15316,6.6,17118,198,52,-2986,-3369,19.8,1531.6,13,9,0,9,4,3,0,0,0,0,18302,7.4,20487,247,64,2986,3369,24.7,1830.2
4511067925,1,17,5,1,5,4,4,1,1,0,0,16498,6.8,17738,237,45,1699,638,23.7,1649.8,15,3,0,4,5,3,0,0,0,0,14799,6.8,17100,202,46,-1699,-638,20.2,1479.9
4518516978,1,16,1,1,16,0,17,1,1,0,0,20603,7.4,20443,245,44,7873,5225,24.5,2060.3,12,1,0,0,16,0,0,0,0,0,12730,6.6,15218,188,44,-7873,-5225,18.8,1273.0
4495223559,1,17,3,0,10,7,7,1,0,1,1,19606,7.2,18619,220,45,3534,2345,22.0,1960.6,16,2,1,7,10,8,1,1,0,0,16072,6.6,16274,170,60,-3534,-2345,17.0,1607.2
4497502064,1,14,2,1,7,8,6,1,0,1,0,16940,6.8,17305,234,42,400,-213,23.4,1694.0,14,3,0,8,7,10,1,1,0,0,16540,6.8,17518,222,52,-400,213,22.2,1654.0
4525161056,1,40,4,0,6,4,11,0,0,0,0,16814,7.0,18612,238,56,2247,1262,23.8,1681.4,14,2,1,4,6,0,1,1,0,0,14567,6.8,17350,220,55,-2247,-1262,22.0,1456.7
4440235143,1,15,3,1,9,8,13,1,0,1,0,18146,6.6,17263,199,40,383,-1655,19.9,1814.6,19,2,0,8,9,10,0,0,0,0,17763,7.4,18918,201,60,-383,1655,20.1,1776.3
4475781870,0,19,4,0,3,5,3,0,0,0,0,15242,7.2,17856,216,44,-774,334,21.6,1524.2,33,0,1,5,3,4,0,0,0,0,16016,6.8,17522,243,45,774,-334,24.3,1601.6
4522642562,0,16,3,1,10,7,5,1,1,0,0,17454,6.8,18029,204,58,617,128,20.4,1745.4,12,1,0,7,10,5,0,0,0,0,16837,6.8,17901,178,60,-617,-128,17.8,1683.7
4522609707,0,17,4,1,5,3,6,1,1,0,0,16053,7.0,17817,227,52,1614,1179,22.7,1605.3,51,6,0,3,5,4,0,0,0,0,14439,6.6,16638,206,50,-1614,-1179,20.6,1443.9
4472387660,1,16,3,1,2,9,1,0,0,0,0,14975,6.4,16649,222,67,-2206,-2548,22.2,1497.5,18,3,0,9,2,12,1,1,0,0,17181,7.4,19197,216,48,2206,2548,21.6,1718.1
4491631842,1,31,5,1,4,4,4,1,1,0,0,16095,7.0,18669,241,65,-262,-375,24.1,1609.5,24,3,0,4,4,2,0,0,0,0,16357,7.2,19044,257,55,262,375,25.7,1635.7
4519602935,1,39,1,0,8,5,11,0,0,0,0,17123,6.8,17944,223,52,1012,-620,22.3,1712.3,29,4,1,5,8,3,0,0,0,0,16111,7.4,18564,220,52,-1012,620,22.0,1611.1
4519875448,0,21,5,1,6,5,14,1,1,0,0,16986,7.0,17323,231,55,313,-1776,23.1,1698.6,16,8,0,5,6,3,1,0,1,0,16673,7.2,19099,236,56,-313,1776,23.6,1667.3
4524499414,0,17,2,0,3,3,3,0,0,0,0,14731,7.0,17886,204,52,-1148,708,20.4,1473.1,19,3,1,3,3,4,1,1,0,0,15879,6.8,17178,237,52,1148,-708,23.7,1587.9
4510716037,1,44,1,1,8,3,9,1,1,0,0,17316,7.2,18689,227,68,3172,2797,22.7,1731.6,14,1,0,3,8,4,0,0,0,0,14144,6.2,15892,200,40,-3172,-2797,20.0,1414.4
4520805255,1,16,1,0,1,3,2,0,0,0,0,14889,6.8,17345,256,48,-819,-1709,25.6,1488.9,23,1,1,3,1,4,0,0,0,0,15708,7.0,19054,246,62,819,1709,24.6,1570.8
4457344340,0,19,2,0,5,6,4,1,0,1,0,16416,6.8,18647,253,44,-205,-41,25.3,1641.6,12,4,1,6,5,7,1,1,0,0,16621,7.0,18688,239,40,205,41,23.9,1662.1
4464852917,1,18,1,0,7,11,10,0,0,0,0,16943,6.8,17177,215,52,-1228,-1785,21.5,1694.3,41,4,1,11,7,11,1,1,0,0,18171,7.4,18962,217,56,1228,1785,21.7,1817.1
4493888202,1,11,3,1,13,3,13,1,0,1,1,19940,7.4,20030,192,52,5521,4435,19.2,1994.0,15,4,0,3,13,2,0,0,0,0,14419,6.6,15595,212,31,-5521,-4435,21.2,1441.9
4523258909,0,57,3,1,8,7,5,0,0,0,0,16204,6.6,17473,184,47,-1016,-1306,18.4,1620.4,17,4,0,7,8,7,1,1,0,0,17220,7.0,18779,210,51,1016,1306,21.0,1722.0
4474379367,1,12,3,1,7,10,7,1,1,0,0,17062,7.2,18221,220,50,-1246,150,22.0,1706.2,17,2,0,10,7,12,0,0,0,0,18308,6.8,18071,203,58,1246,-150,20.3,1830.8
4384388180,0,16,2,0,6,5,6,0,0,0,0,15691,7.0,17592,212,48,456,-69,21.2,1569.1,13,1,1,5,6,3,2,1,1,0,15235,6.8,17661,192,52,-456,69,19.2,1523.5
4420435152,0,14,0,0,1,11,0,0,0,0,0,13511,6.6,16013,200,46,-5087,-2795,20.0,1351.1,117,0,1,11,1,18,0,0,0,0,18598,7.2,18808,226,55,5087,2795,22.6,1859.8
4520494989,1,17,2,1,12,2,11,0,0,0,0,18927,7.4,19861,231,44,4006,3678,23.1,1892.7,16,2,0,2,12,2,0,0,0,0,14921,6.4,16183,176,60,-4006,-3678,17.6,1492.1
4502261943,1,45,3,0,7,6,10,1,1,0,0,16164,7.0,17989,196,48,-876,-1141,19.6,1616.4,19,6,1,6,7,4,0,0,0,0,17040,7.0,19130,239,60,876,1141,23.9,1704.0
4482157138,1,15,1,1,4,4,8,0,0,0,0,15572,6.8,17404,221,48,-1216,-1810,22.1,1557.2,15,3,0,4,4,3,0,0,0,0,16788,7.4,19214,256,57,1216,1810,25.6,1678.8
4500380908,0,14,1,1,5,7,2,1,0,1,1,17469,6.6,17964,229,53,1432,-889,22.9,1746.9,13,3,0,7,5,6,1,1,0,0,16037,7.2,18853,203,64,-1432,889,20.3,1603.7
4474827626,1,16,3,0,3,10,4,1,1,0,0,14686,7.0,17582,206,60,-3593,-3240,20.6,1468.6,24,3,1,10,3,5,0,0,0,0,18279,7.6,20822,226,68,3593,3240,22.6,1827.9
4523279887,0,15,4,0,8,6,10,0,0,0,0,16325,6.8,17831,193,40,2,-345,19.3,1632.5,24,1,1,6,8,4,1,1,0,0,16323,7.0,18176,227,48,-2,345,22.7,1632.3
4512324600,1,15,2,0,9,4,12,1,1,0,0,17233,6.8,17651,202,48,2034,884,20.2,1723.3,14,1,1,4,9,4,0,0,0,0,15199,6.6,16767,200,48,-2034,-884,20.0,1519.9
4497085879,0,17,2,0,3,8,4,0,0,0,0,16004,7.2,18128,241,64,-966,-455,24.1,1600.4,12,4,1,8,3,9,0,0,0,0,16970,7.2,18583,213,48,966,455,21.3,1697.0
4519793588,1,16,1,1,6,6,9,0,0,0,0,16651,6.6,16985,218,48,1167,-461,21.8,1665.1,16,4,0,6,6,4,1,1,0,0,15484,6.8,17446,207,48,-1167,461,20.7,1548.4
4524625875,1,43,2,1,2,6,2,0,0,0,0,14959,7.0,17503,229,48,-2128,-1289,22.9,1495.9,84,5,0,6,2,7,1,1,0,0,17087,7.2,18792,219,51,2128,1289,21.9,1708.7
4459239621,0,14,4,1,5,10,4,0,0,0,0,15917,6.8,17246,200,60,-1971,-2626,20.0,1591.7,16,2,0,10,5,13,2,1,1,0,17888,7.2,19872,200,56,1971,2626,20.0,1788.8
4494773072,1,37,15,0,6,6,9,0,0,0,0,15754,6.6,16844,198,36,-708,-1311,19.8,1575.4,104,3,1,6,6,5,0,0,0,0,16462,7.0,18155,207,36,708,1311,20.7,1646.2
4524193415,0,16,3,1,8,8,9,1,1,0,0,16891,7.0,17845,201,51,-1296,4,20.1,1689.1,15,3,0,8,8,9,0,0,0,0,18187,7.0,17841,217,48,1296,-4,21.7,1818.7
4500741087,0,18,3,0,3,15,3,0,0,0,0,14878,6.6,16826,197,61,-5924,-3368,19.7,1487.8,17,5,1,15,3,20,2,1,1,0,20802,7.2,20194,226,64,5924,3368,22.6,2080.2
4496705148,1,18,3,1,7,3,7,0,0,0,0,17150,7.2,19389,225,60,1443,2143,22.5,1715.0,17,2,0,3,7,5,0,0,0,0,15707,6.8,17246,229,44,-1443,-2143,22.9,1570.7
4525183626,0,17,1,1,5,4,6,1,1,0,0,15941,7.0,17661,236,55,-2,-1484,23.6,1594.1,29,3,0,4,5,2,0,0,0,0,15943,7.2,19145,237,67,2,1484,23.7,1594.3
4520035137,1,13,4,1,7,3,11,0,0,0,0,17802,7.4,19422,239,40,1070,1731,23.9,1780.2,14,2,0,3,7,3,1,0,1,1,16732,7.0,17691,211,64,-1070,-1731,21.1,1673.2
4521969261,1,11,0,1,5,6,4,1,1,0,0,15548,7.0,18653,181,68,-1238,-1708,18.1,1554.8,17,1,0,6,5,5,0,0,0,0,16786,7.4,20361,219,60,1238,1708,21.9,1678.6
4523582436,1,16,1,0,5,2,6,0,0,0,0,15556,7.0,17886,219,44,1300,1228,21.9,1555.6,16,3,1,2,5,3,0,0,0,0,14256,6.6,16658,218,44,-1300,-1228,21.8,1425.6
4489642674,1,38,4,1,6,5,6,1,1,0,0,16098,6.8,18103,209,50,-282,-192,20.9,1609.8,16,4,0,5,6,5,1,0,1,0,16380,7.0,18295,224,62,282,192,22.4,1638.0
4513950311,1,15,0,0,6,5,6,1,0,1,0,16107,7.0,17538,213,56,-456,-1135,21.3,1610.7,14,1,1,5,6,5,1,1,0,0,16563,7.0,18673,203,56,456,1135,20.3,1656.3
4500662035,0,14,4,1,7,2,6,0,0,0,0,16315,7.0,18067,201,60,1167,510,20.1,1631.5,17,2,0,2,7,2,0,0,0,0,15148,6.8,17557,240,59,-1167,-510,24.0,1514.8
4495660541,0,15,0,1,6,7,13,1,0,1,0,16587,6.6,16824,199,47,457,-383,19.9,1658.7,15,2,0,7,6,13,1,1,0,0,16130,6.8,17207,194,40,-457,383,19.4,1613.0
4518544844,0,15,1,0,8,6,9,0,0,0,0,16112,6.6,16844,201,32,276,377,20.1,1611.2,29,3,1,6,8,7,1,1,0,0,15836,6.6,16467,167,57,-276,-377,16.7,1583.6
4465742706,1,20,2,1,10,2,12,2,1,1,0,18212,7.2,18905,196,54,4429,3004,19.6,1821.2,14,4,0,2,10,1,0,0,0,0,13783,6.6,15901,180,48,-4429,-3004,18.0,1378.3
4508293000,0,13,5,0,3,5,2,0,0,0,0,14761,7.0,17479,204,64,-907,414,20.4,1476.1,16,2,1,5,3,6,1,1,0,0,15668,6.6,17065,225,46,907,-414,22.5,1566.8
4519894439,0,39,3,1,5,5,5,1,1,0,0,17613,7.2,19706,251,76,914,1227,25.1,1761.3,15,5,0,5,5,7,0,0,0,0,16699,7.0,18479,224,50,-914,-1227,22.4,1669.9
4516578815,0,46,0,1,8,5,13,0,0,0,0,16384,6.8,16954,218,37,-232,-1633,21.8,1638.4,10,3,0,5,8,3,0,0,0,0,16616,7.2,18587,242,72,232,1633,24.2,1661.6
4451379938,1,40,0,0,6,6,3,0,0,0,0,17001,7.2,19154,230,68,344,1270,23.0,1700.1,17,2,1,6,6,5,0,0,0,0,16657,7.0,17884,255,32,-344,-1270,25.5,1665.7
4467014828,0,120,2,1,4,9,3,0,0,0,0,15084,6.6,16366,211,44,-2904,-2819,21.1,1508.4,18,2,0,9,4,8,1,0,1,0,17988,7.2,19185,237,47,2904,2819,23.7,1798.8
4511803387,1,17,2,0,8,8,5,0,0,0,0,16918,6.8,18396,216,60,355,-336,21.6,1691.8,18,2,1,8,8,6,1,1,0,0,16563,6.8,18732,214,44,-355,336,21.4,1656.3
4525196496,1,16,1,0,9,8,13,0,0,0,0,18562,7.0,18633,203,66,1911,1969,20.3,1856.2,13,4,1,8,9,12,1,1,0,0,16651,6.6,16664,206,48,-1911,-1969,20.6,1665.1
4519438725,1,10,1,1,5,6,9,1,1,0,0,15822,7.0,17481,219,48,-1572,-2164,21.9,1582.2,24,1,0,6,5,3,1,0,1,0,17394,7.2,19645,248,56,1572,2164,24.8,1739.4
4455505854,0,41,6,1,9,4,10,1,1,0,0,17405,6.8,18506,187,46,1996,860,18.7,1740.5,20,5,0,4,9,3,0,0,0,0,15409,7.0,17646,236,40,-1996,-860,23.6,1540.9
4517169026,1,11,1,1,11,5,12,2,1,1,1,19696,7.2,18881,222,48,3802,1762,22.2,1969.6,21,0,0,5,11,6,0,0,0,0,15894,6.8,17119,209,60,-3802,-1762,20.9,1589.4
4524820601,1,11,1,1,9,11,11,0,0,0,0,17322,6.4,16229,182,52,-956,-1451,18.2,1732.2,14,1,0,11,9,12,1,1,0,0,18278,6.8,17680,207,49,956,1451,20.7,1827.8
4521314116,1,16,10,1,4,2,4,0,0,0,0,15532,6.8,17669,227,47,240,131,22.7,1553.2,41,1,0,2,4,2,0,0,0,0,15292,6.8,17538,240,56,-240,-131,24.0,1529.2
4462579984,0,21,3,1,10,8,7,0,0,0,0,17823,6.6,17275,237,36,828,-79,23.7,1782.3,17,1,0,8,10,5,1,1,0,0,16995,6.8,17354,200,47,-828,79,20.0,1699.5
4490139424,0,16,2,0,1,12,0,0,0,0,0,13291,6.4,15898,201,48,-5102,-3977,20.1,1329.1,41,3,1,12,1,18,2,1,1,0,18393,7.4,19875,227,52,5102,3977,22.7,1839.3
4486656023,1,16,6,1,7,11,7,0,0,0,0,16851,6.8,16674,216,42,-778,-752,21.6,1685.1,13,4,0,11,7,14,1,1,0,0,17629,6.8,17426,200,34,778,752,20.0,1762.9
4521058802,1,17,4,1,7,2,8,0,0,0,0,16830,7.2,18443,232,54,2431,1886,23.2,1683.0,31,1,0,2,7,2,0,0,0,0,14399,6.6,16557,209,48,-2431,-1886,20.9,1439.9
4521524486,1,16,3,1,5,5,7,0,0,0,0,16061,7.0,18238,210,60,530,1280,21.0,1606.1,14,2,0,5,5,5,0,0,0,0,15531,6.8,16958,204,44,-530,-1280,20.4,1553.1
4520613359,0,18,2,0,2,2,2,0,0,0,0,15608,6.8,17516,260,47,766,331,26.0,1560.8,37,5,1,2,2,2,0,0,0,0,14842,7.0,17185,229,52,-766,-331,22.9,1484.2
4515711372,0,15,0,1,5,9,3,0,0,0,0,15144,6.6,16696,205,36,-4172,-2185,20.5,1514.4,15,4,0,9,5,9,0,0,0,1,19316,7.2,18881,221,47,4172,2185,22.1,1931.6
4524333896,0,15,2,0,7,6,7,0,0,0,0,15778,6.2,15796,213,19,-1578,-2563,21.3,1577.8,13,1,1,6,7,3,2,1,1,1,17356,7.2,18359,201,56,1578,2563,20.1,1735.6
4522651290,1,14,4,0,2,4,1,0,0,0,0,14721,7.0,18073,234,51,-964,72,23.4,1472.1,19,0,1,4,2,4,1,1,0,0,15685,7.0,18001,238,48,964,-72,23.8,1568.5
4495074532,1,33,2,0,8,3,6,0,0,0,0,16154,7.0,18075,192,52,1764,1515,19.2,1615.4,38,1,1,3,8,2,2,1,1,0,14390,6.4,16560,210,44,-1764,-1515,21.0,1439.0
4489770592,0,17,3,0,6,9,4,0,0,0,0,15136,7.0,18082,170,67,-3212,-786,17.0,1513.6,81,6,1,9,6,9,1,1,0,0,18348,7.0,18868,227,52,3212,786,22.7,1834.8
4506670762,0,11,0,1,2,4,3,0,0,0,0,14231,6.6,16339,201,56,-2259,-2256,20.1,1423.1,17,0,0,4,2,5,1,1,0,0,16490,7.0,18595,234,60,2259,2256,23.4,1649.0
4525232628,1,16,5,1,4,2,4,1,0,1,0,16470,7.2,19232,232,59,1718,2947,23.2,1647.0,14,2,0,2,4,3,1,1,0,0,14752,6.6,16285,218,48,-1718,-2947,21.8,1475.2
4465441499,1,19,4,0,0,3,0,0,0,0,0,13674,6.8,17384,229,52,-1159,-157,22.9,1367.4,18,2,1,3,0,3,1,1,0,0,14833,6.8,17541,230,40,1159,157,23.0,1483.3
4509106172,0,15,3,0,5,10,5,0,0,0,0,15251,6.4,16852,210,31,-3232,-2573,21.0,1525.1,18,2,1,10,5,13,2,1,1,0,18483,7.4,19425,215,80,3232,2573,21.5,1848.3
